n, x0, x1, s, d, y, c, rx0, rx1, truey at xrecc, taq, tev, trc, realtime
4560, 0.546875, 0.828125, 0.0, [nan], 1.11601885056, 1.0, 0.203125, 0.203125, 2.54271030426e-05,6.38961791992e-05, 7.5101852417e-05, 0.00116991996765, 14:22:08  17-06-16
4561, 0.546875, 0.859375, 0.0, [nan], 1.01420458055, 1.0, nan, nan, nan,6.60419464111e-05, 7.20024108887e-05, 5.29289245605e-05, 14:22:08  17-06-16
4562, 0.546875, 0.890625, 0.0, [nan], 0.917273123026, 1.0, nan, nan, nan,3.69548797607e-05, 4.19616699219e-05, 2.8133392334e-05, 14:22:08  17-06-16
4563, 0.546875, 0.921875, 0.0, [nan], 0.825224478006, 1.0, nan, nan, nan,5.69820404053e-05, 6.19888305664e-05, 6.19888305664e-05, 14:22:08  17-06-16
4564, 0.546875, 0.953125, 0.0, [nan], 0.738058645487, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.00543212891e-05, 4.41074371338e-05, 0.000685930252075, 14:22:08  17-06-16
4565, 0.546875, 0.984375, 0.0, [nan], 0.655775625467, 1.0, nan, nan, nan,3.981590271e-05, 4.31537628174e-05, 3.00407409668e-05, 14:22:08  17-06-16
4566, 0.578125, -0.984375, 0.0, [nan], 17.6330084822, 1.0, nan, nan, nan,3.79085540771e-05, 4.41074371338e-05, 2.88486480713e-05, 14:22:08  17-06-16
4567, 0.578125, -0.953125, 0.0, [nan], 17.2205252669, 1.0, nan, nan, nan,5.19752502441e-05, 5.00679016113e-05, 4.10079956055e-05, 14:22:08  17-06-16
4568, 0.578125, -0.921875, 0.0, [nan], 16.8129248641, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.10079956055e-05, 4.19616699219e-05, 0.00104808807373, 14:22:08  17-06-16
4569, 0.578125, -0.890625, 0.0, [nan], 16.4102072737, 1.0, nan, nan, nan,4.00543212891e-05, 4.6968460083e-05, 3.00407409668e-05, 14:22:08  17-06-16
4570, 0.578125, -0.859375, 0.0, [nan], 16.0123724959, 1.0, nan, nan, nan,6.29425048828e-05, 7.39097595215e-05, 5.19752502441e-05, 14:22:08  17-06-16
4571, 0.578125, -0.828125, 0.0, [nan], 15.6194205306, 1.0, nan, nan, nan,3.60012054443e-05, 4.00543212891e-05, 2.78949737549e-05, 14:22:08  17-06-16
4572, 0.578125, -0.796875, 0.0, [nan], 15.2313513777, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.10079956055e-05, 4.48226928711e-05, 0.00082802772522, 14:22:08  17-06-16
4573, 0.578125, -0.765625, 0.0, [nan], 14.8481650374, 1.0, nan, nan, nan,3.71932983398e-05, 4.10079956055e-05, 2.88486480713e-05, 14:22:08  17-06-16
4574, 0.578125, -0.734375, 0.0, [nan], 14.4698615096, 1.0, nan, nan, nan,4.10079956055e-05, 4.41074371338e-05, 3.00407409668e-05, 14:22:08  17-06-16
4575, 0.578125, -0.703125, 0.0, [nan], 14.0964407942, 1.0, nan, nan, nan,4.29153442383e-05, 4.60147857666e-05, 3.00407409668e-05, 14:22:08  17-06-16
4576, 0.578125, -0.671875, 0.0, [nan], 13.7279028914, 1.0, 0.203125, 0.203125, 2.54271030426e-05,5.10215759277e-05, 4.60147857666e-05, 0.000697135925293, 14:22:08  17-06-16
4577, 0.578125, -0.640625, 0.0, [nan], 13.3642478011, 1.0, nan, nan, nan,5.00679016113e-05, 5.60283660889e-05, 5.29289245605e-05, 14:22:08  17-06-16
4578, 0.578125, -0.609375, 0.0, [nan], 13.0054755232, 1.0, nan, nan, nan,4.29153442383e-05, 4.50611114502e-05, 3.00407409668e-05, 14:22:09  17-06-16
4579, 0.578125, -0.578125, 0.0, [nan], 12.6515860579, 1.0, nan, nan, nan,4.00543212891e-05, 4.50611114502e-05, 3.00407409668e-05, 14:22:09  17-06-16
4580, 0.578125, -0.546875, 0.0, [nan], 12.3025794051, 1.0, 0.203125, 0.203125, 2.54271030426e-05,3.60012054443e-05, 4.10079956055e-05, 0.000672101974487, 14:22:09  17-06-16
4581, 0.578125, -0.515625, 0.0, [nan], 11.9584555647, 1.0, nan, nan, nan,4.10079956055e-05, 4.60147857666e-05, 3.00407409668e-05, 14:22:09  17-06-16
4582, 0.578125, -0.484375, 0.0, [nan], 11.6192145369, 1.0, nan, nan, nan,6.103515625e-05, 8.79764556885e-05, 8.08238983154e-05, 14:22:09  17-06-16
4583, 0.578125, -0.453125, 0.0, [nan], 11.2848563216, 1.0, nan, nan, nan,6.50882720947e-05, 6.69956207275e-05, 4.60147857666e-05, 14:22:09  17-06-16
4584, 0.578125, -0.421875, 0.0, [nan], 10.9553809187, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.19616699219e-05, 4.60147857666e-05, 0.000670909881592, 14:22:09  17-06-16
4585, 0.578125, -0.390625, 0.0, [nan], 10.6307883284, 1.0, nan, nan, nan,3.79085540771e-05, 4.10079956055e-05, 2.8133392334e-05, 14:22:09  17-06-16
4586, 0.578125, -0.359375, 0.0, [nan], 10.3110785506, 1.0, nan, nan, nan,4.10079956055e-05, 4.50611114502e-05, 3.09944152832e-05, 14:22:09  17-06-16
4587, 0.578125, -0.328125, 0.0, [nan], 9.99625158525, 1.0, nan, nan, nan,3.60012054443e-05, 4.10079956055e-05, 2.8133392334e-05, 14:22:09  17-06-16
4588, 0.578125, -0.296875, 0.0, [nan], 9.68630743241, 1.0, 0.203125, 0.203125, 2.54271030426e-05,5.19752502441e-05, 4.79221343994e-05, 0.000853061676025, 14:22:09  17-06-16
4589, 0.578125, -0.265625, 0.0, [nan], 9.38124609208, 1.0, nan, nan, nan,3.91006469727e-05, 4.10079956055e-05, 2.78949737549e-05, 14:22:09  17-06-16
4590, 0.578125, -0.234375, 0.0, [nan], 9.08106756425, 1.0, nan, nan, nan,4.00543212891e-05, 4.41074371338e-05, 2.98023223877e-05, 14:22:09  17-06-16
4591, 0.578125, -0.203125, 0.0, [nan], 8.78577184892, 1.0, nan, nan, nan,4.29153442383e-05, 4.60147857666e-05, 3.00407409668e-05, 14:22:09  17-06-16
4592, 0.578125, -0.171875, 0.0, [nan], 8.49535894608, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.00543212891e-05, 4.50611114502e-05, 0.000667810440063, 14:22:09  17-06-16
4593, 0.578125, -0.140625, 0.0, [nan], 8.20982885575, 1.0, nan, nan, nan,4.10079956055e-05, 4.57763671875e-05, 3.00407409668e-05, 14:22:09  17-06-16
4594, 0.578125, -0.109375, 0.0, [nan], 7.92918157792, 1.0, nan, nan, nan,4.10079956055e-05, 4.60147857666e-05, 2.98023223877e-05, 14:22:09  17-06-16
4595, 0.578125, -0.078125, 0.0, [nan], 7.65341711259, 1.0, nan, nan, nan,5.50746917725e-05, 6.19888305664e-05, 4.10079956055e-05, 14:22:09  17-06-16
4596, 0.578125, -0.046875, 0.0, [nan], 7.38253545976, 1.0, 0.203125, 0.203125, 2.54271030426e-05,5.10215759277e-05, 5.88893890381e-05, 0.000859975814819, 14:22:09  17-06-16
4597, 0.578125, -0.015625, 0.0, [nan], 7.11653661942, 1.0, nan, nan, nan,4.10079956055e-05, 4.50611114502e-05, 2.78949737549e-05, 14:22:09  17-06-16
4598, 0.578125, 0.015625, 0.0, [nan], 6.85542059159, 1.0, nan, nan, nan,4.00543212891e-05, 4.60147857666e-05, 2.90870666504e-05, 14:22:09  17-06-16
4599, 0.578125, 0.046875, 0.0, [nan], 6.59918737626, 1.0, nan, nan, nan,6.69956207275e-05, 5.69820404053e-05, 3.31401824951e-05, 14:22:09  17-06-16
4600, 0.578125, 0.078125, 0.0, [nan], 6.34783697343, 1.0, 0.203125, 0.203125, 2.54271030426e-05,3.81469726562e-05, 4.19616699219e-05, 0.000699043273926, 14:22:09  17-06-16
4601, 0.578125, 0.109375, 0.0, [nan], 6.1013693831, 1.0, nan, nan, nan,4.10079956055e-05, 4.60147857666e-05, 3.00407409668e-05, 14:22:09  17-06-16
4602, 0.578125, 0.140625, 0.0, [nan], 5.85978460526, 1.0, nan, nan, nan,3.981590271e-05, 4.41074371338e-05, 3.09944152832e-05, 14:22:09  17-06-16
4603, 0.578125, 0.171875, 0.0, [nan], 5.62308263993, 1.0, nan, nan, nan,3.981590271e-05, 4.41074371338e-05, 3.00407409668e-05, 14:22:09  17-06-16
4604, 0.578125, 0.203125, 0.0, [nan], 5.3912634871, 1.0, 0.203125, 0.203125, 2.54271030426e-05,3.88622283936e-05, 4.50611114502e-05, 0.000848054885864, 14:22:10  17-06-16
4605, 0.578125, 0.234375, 0.0, [nan], 5.16432714677, 1.0, nan, nan, nan,4.10079956055e-05, 4.50611114502e-05, 3.00407409668e-05, 14:22:10  17-06-16
4606, 0.578125, 0.265625, 0.0, [nan], 4.94227361894, 1.0, nan, nan, nan,3.60012054443e-05, 3.981590271e-05, 2.71797180176e-05, 14:22:10  17-06-16
4607, 0.578125, 0.296875, 0.0, [nan], 4.7251029036, 1.0, nan, nan, nan,4.10079956055e-05, 4.50611114502e-05, 2.90870666504e-05, 14:22:10  17-06-16
4608, 0.578125, 0.328125, 0.0, [nan], 4.51281500077, 1.0, 0.203125, 0.203125, 2.54271030426e-05,3.50475311279e-05, 4.10079956055e-05, 0.000699996948242, 14:22:10  17-06-16
4609, 0.578125, 0.359375, 0.0, [nan], 4.30540991044, 1.0, nan, nan, nan,4.10079956055e-05, 4.60147857666e-05, 3.00407409668e-05, 14:22:10  17-06-16
4610, 0.578125, 0.390625, 0.0, [nan], 4.10288763261, 1.0, nan, nan, nan,4.31537628174e-05, 4.6968460083e-05, 3.00407409668e-05, 14:22:10  17-06-16
4611, 0.578125, 0.421875, 0.0, [nan], 3.90524816728, 1.0, nan, nan, nan,6.41345977783e-05, 7.29560852051e-05, 5.00679016113e-05, 14:22:10  17-06-16
4612, 0.578125, 0.453125, 0.0, [nan], 3.71249151444, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.29153442383e-05, 4.60147857666e-05, 0.000684022903442, 14:22:10  17-06-16
4613, 0.578125, 0.484375, 0.0, [nan], 3.52461767411, 1.0, nan, nan, nan,3.09944152832e-05, 3.71932983398e-05, 2.38418579102e-05, 14:22:10  17-06-16
4614, 0.578125, 0.515625, 0.0, [nan], 3.34162664628, 1.0, nan, nan, nan,3.60012054443e-05, 3.69548797607e-05, 2.38418579102e-05, 14:22:10  17-06-16
4615, 0.578125, 0.546875, 0.0, [nan], 3.16351843095, 1.0, nan, nan, nan,3.60012054443e-05, 3.69548797607e-05, 2.40802764893e-05, 14:22:10  17-06-16
4616, 0.578125, 0.578125, 0.0, [nan], 2.99029302812, 1.0, 0.203125, 0.203125, 2.54271030426e-05,3.50475311279e-05, 3.69548797607e-05, 0.000523090362549, 14:22:10  17-06-16
4617, 0.578125, 0.609375, 0.0, [nan], 2.82195043778, 1.0, nan, nan, nan,3.71932983398e-05, 3.60012054443e-05, 2.50339508057e-05, 14:22:10  17-06-16
4618, 0.578125, 0.640625, 0.0, [nan], 2.65849065995, 1.0, nan, nan, nan,3.60012054443e-05, 3.81469726562e-05, 2.50339508057e-05, 14:22:10  17-06-16
4619, 0.578125, 0.671875, 0.0, [nan], 2.49991369462, 1.0, nan, nan, nan,2.69412994385e-05, 4.72068786621e-05, 2.38418579102e-05, 14:22:10  17-06-16
4620, 0.578125, 0.703125, 0.0, [nan], 2.34621954179, 1.0, 0.203125, 0.203125, 2.54271030426e-05,2.59876251221e-05, 3.60012054443e-05, 0.000663042068481, 14:22:10  17-06-16
4621, 0.578125, 0.734375, 0.0, [nan], 2.19740820146, 1.0, nan, nan, nan,2.88486480713e-05, 3.50475311279e-05, 2.40802764893e-05, 14:22:10  17-06-16
4622, 0.578125, 0.765625, 0.0, [nan], 2.05347967362, 1.0, nan, nan, nan,2.69412994385e-05, 3.60012054443e-05, 2.28881835938e-05, 14:22:10  17-06-16
4623, 0.578125, 0.796875, 0.0, [nan], 1.91443395829, 1.0, nan, nan, nan,3.60012054443e-05, 3.60012054443e-05, 2.31266021729e-05, 14:22:10  17-06-16
4624, 0.578125, 0.828125, 0.0, [nan], 1.78027105546, 1.0, 0.203125, 0.203125, 2.54271030426e-05,3.69548797607e-05, 4.10079956055e-05, 0.000740051269531, 14:22:10  17-06-16
4625, 0.578125, 0.859375, 0.0, [nan], 1.65099096513, 1.0, nan, nan, nan,3.69548797607e-05, 4.10079956055e-05, 3.81469726562e-05, 14:22:10  17-06-16
4626, 0.578125, 0.890625, 0.0, [nan], 1.5265936873, 1.0, nan, nan, nan,5.69820404053e-05, 8.29696655273e-05, 4.60147857666e-05, 14:22:10  17-06-16
4627, 0.578125, 0.921875, 0.0, [nan], 1.40707922196, 1.0, nan, nan, nan,4.00543212891e-05, 4.29153442383e-05, 2.88486480713e-05, 14:22:10  17-06-16
4628, 0.578125, 0.953125, 0.0, [nan], 1.29244756913, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.29153442383e-05, 4.81605529785e-05, 0.000704050064087, 14:22:10  17-06-16
4629, 0.578125, 0.984375, 0.0, [nan], 1.1826987288, 1.0, nan, nan, nan,4.29153442383e-05, 4.60147857666e-05, 3.09944152832e-05, 14:22:10  17-06-16
4630, 0.609375, -0.984375, 0.0, [nan], 20.1833077643, 1.0, nan, nan, nan,4.10079956055e-05, 4.60147857666e-05, 3.00407409668e-05, 14:22:10  17-06-16
4631, 0.609375, -0.953125, 0.0, [nan], 19.7418328497, 1.0, nan, nan, nan,4.10079956055e-05, 4.50611114502e-05, 3.09944152832e-05, 14:22:10  17-06-16
4632, 0.609375, -0.921875, 0.0, [nan], 19.3052407477, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.00543212891e-05, 4.50611114502e-05, 0.00067400932312, 14:22:10  17-06-16
4633, 0.609375, -0.890625, 0.0, [nan], 18.8735314581, 1.0, nan, nan, nan,4.10079956055e-05, 4.6968460083e-05, 3.09944152832e-05, 14:22:10  17-06-16
4634, 0.609375, -0.859375, 0.0, [nan], 18.4467049811, 1.0, nan, nan, nan,3.50475311279e-05, 4.00543212891e-05, 2.78949737549e-05, 14:22:10  17-06-16
4635, 0.609375, -0.828125, 0.0, [nan], 18.0247613165, 1.0, nan, nan, nan,4.00543212891e-05, 4.38690185547e-05, 2.8133392334e-05, 14:22:10  17-06-16
4636, 0.609375, -0.796875, 0.0, [nan], 17.6077004645, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.79221343994e-05, 6.00814819336e-05, 0.00124096870422, 14:22:10  17-06-16
4637, 0.609375, -0.765625, 0.0, [nan], 17.1955224249, 1.0, nan, nan, nan,4.00543212891e-05, 4.57763671875e-05, 3.00407409668e-05, 14:22:10  17-06-16
4638, 0.609375, -0.734375, 0.0, [nan], 16.7882271979, 1.0, nan, nan, nan,4.29153442383e-05, 5.10215759277e-05, 3.09944152832e-05, 14:22:10  17-06-16
4639, 0.609375, -0.703125, 0.0, [nan], 16.3858147833, 1.0, nan, nan, nan,3.71932983398e-05, 4.19616699219e-05, 2.78949737549e-05, 14:22:10  17-06-16
4640, 0.609375, -0.671875, 0.0, [nan], 15.9882851813, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.10079956055e-05, 4.60147857666e-05, 0.000706911087036, 14:22:11  17-06-16
4641, 0.609375, -0.640625, 0.0, [nan], 15.5956383917, 1.0, nan, nan, nan,4.2200088501e-05, 4.60147857666e-05, 2.98023223877e-05, 14:22:11  17-06-16
4642, 0.609375, -0.609375, 0.0, [nan], 15.2078744147, 1.0, nan, nan, nan,3.88622283936e-05, 4.41074371338e-05, 2.78949737549e-05, 14:22:11  17-06-16
4643, 0.609375, -0.578125, 0.0, [nan], 14.8249932501, 1.0, nan, nan, nan,4.31537628174e-05, 4.6968460083e-05, 3.00407409668e-05, 14:22:11  17-06-16
4644, 0.609375, -0.546875, 0.0, [nan], 14.4469948981, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.10079956055e-05, 4.41074371338e-05, 0.000720977783203, 14:22:11  17-06-16
4645, 0.609375, -0.515625, 0.0, [nan], 14.0738793585, 1.0, nan, nan, nan,4.07695770264e-05, 4.50611114502e-05, 3.00407409668e-05, 14:22:11  17-06-16
4646, 0.609375, -0.484375, 0.0, [nan], 13.7056466315, 1.0, nan, nan, nan,4.91142272949e-05, 4.19616699219e-05, 2.78949737549e-05, 14:22:11  17-06-16
4647, 0.609375, -0.453125, 0.0, [nan], 13.3422967169, 1.0, nan, nan, nan,5.00679016113e-05, 4.91142272949e-05, 3.09944152832e-05, 14:22:11  17-06-16
4648, 0.609375, -0.421875, 0.0, [nan], 12.9838296149, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.10079956055e-05, 4.60147857666e-05, 0.000675916671753, 14:22:11  17-06-16
4649, 0.609375, -0.390625, 0.0, [nan], 12.6302453253, 1.0, nan, nan, nan,4.10079956055e-05, 4.81605529785e-05, 2.88486480713e-05, 14:22:11  17-06-16
4650, 0.609375, -0.359375, 0.0, [nan], 12.2815438483, 1.0, nan, nan, nan,3.79085540771e-05, 4.50611114502e-05, 2.90870666504e-05, 14:22:11  17-06-16
4651, 0.609375, -0.328125, 0.0, [nan], 11.9377251837, 1.0, nan, nan, nan,4.19616699219e-05, 4.60147857666e-05, 3.00407409668e-05, 14:22:11  17-06-16
4652, 0.609375, -0.296875, 0.0, [nan], 11.5987893317, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.00543212891e-05, 4.60147857666e-05, 0.000847101211548, 14:22:11  17-06-16
4653, 0.609375, -0.265625, 0.0, [nan], 11.2647362921, 1.0, nan, nan, nan,4.19616699219e-05, 4.60147857666e-05, 3.00407409668e-05, 14:22:11  17-06-16
4654, 0.609375, -0.234375, 0.0, [nan], 10.9355660651, 1.0, nan, nan, nan,4.00543212891e-05, 4.60147857666e-05, 2.98023223877e-05, 14:22:11  17-06-16
4655, 0.609375, -0.203125, 0.0, [nan], 10.6112786505, 1.0, nan, nan, nan,3.79085540771e-05, 5.19752502441e-05, 4.00543212891e-05, 14:22:11  17-06-16
4656, 0.609375, -0.171875, 0.0, [nan], 10.2918740485, 1.0, 0.203125, 0.203125, 2.54271030426e-05,4.19616699219e-05, 4.6968460083e-05, 0.000685214996338, 14:22:11  17-06-16
4657, 0.609375, -0.140625, 0.0, [nan], 9.97735225892, 1.0, nan, nan, nan,4.19616699219e-05, 4.60147857666e-05, 3.00407409668e-05, 14:22:11  17-06-16
4658, 0.609375, -0.109375, 0.0, [nan], 9.66771328187, 1.0, nan, nan, nan,5.10215759277e-05, 4.29153442383e-05, 4.31537628174e-05, 14:22:11  17-06-16
4659, 0.609375, -0.078125, 0.0, [nan], 9.36295711732, 1.0, nan, nan, nan,4.00543212891e-05, 4.50611114502e-05, 3.00407409668e-05, 14:22:11  17-06-16
4660, 0.609375, -0.046875, 0.0, [nan], 9.06308376527, 1.0, 0.203125, 0.203125, 2.54271030426e-05,3.88622283936e-05, 4.00543212891e-05, 0.000673055648804, 14:22:11  17-06-16
4661, 0.609375, -0.015625, 0.0, [nan], 8.76809322572, 1.0, nan, nan, nan,3.09944152832e-05, 3.50475311279e-05, 2.40802764893e-05, 14:22:11  17-06-16
4662, 0.609375, 0.015625, 0.0, [nan], 8.47798549867, 1.0, nan, nan, nan,2.69412994385e-05, 3.71932983398e-05, 2.38418579102e-05, 14:22:11  17-06-16
4663, 0.609375, 0.046875, 0.0, [nan], 8.19276058412, 1.0, nan, nan, nan,3.60012054443e-05, 3.69548797607e-05, 2.50339508057e-05, 14:22:11  17-06-16
4664, 0.609375, 0.078125, 0.0, [nan], 7.91241848207, 1.0, 0.203125, 0.203125, 2.54271030426e-05,3.60012054443e-05, 3.69548797607e-05, 0.000508069992065, 14:22:11  17-06-16
4665, 0.609375, 0.109375, 0.0, [nan], 7.63695919251, 1.0, nan, nan, nan,3.12328338623e-05, 3.60012054443e-05, 2.38418579102e-05, 14:22:11  17-06-16
4666, 0.609375, 0.140625, 0.0, [nan], 7.36638271546, 1.0, nan, nan, nan,2.78949737549e-05, 3.60012054443e-05, 2.28881835938e-05, 14:22:11  17-06-16
4667, 0.609375, 0.171875, 0.0, [nan], 7.10068905091, 1.0, nan, nan, nan,2.59876251221e-05, 3.79085540771e-05, 2.40802764893e-05, 14:22:11  17-06-16
4668, 0.609375, 0.203125, 0.0, [nan], 6.83987819886, 1.0, 0.203125, 0.203125, 2.54271030426e-05,2.59876251221e-05, 3.79085540771e-05, 0.000648021697998, 14:22:11  17-06-16
4669, 0.609375, 0.234375, 0.0, [nan], 6.58395015931, 1.0, nan, nan, nan,2.88486480713e-05, 3.60012054443e-05, 2.40802764893e-05, 14:22:11  17-06-16
4670, 0.609375, 0.265625, 0.0, [nan], 6.33290493226, 1.0, nan, nan, nan,2.90870666504e-05, 3.48091125488e-05, 2.31266021729e-05, 14:22:11  17-06-16
4671, 0.609375, 0.296875, 0.0, [nan], 6.08674251771, 1.0, nan, nan, nan,2.59876251221e-05, 3.69548797607e-05, 2.28881835938e-05, 14:22:11  17-06-16
4672, 0.609375, 0.328125, 0.0, [nan], 5.84546291566, 1.0, 0.203125, 0.203125, 2.54271030426e-05,2.47955322266e-05, 3.71932983398e-05, 0.000468969345093, 14:22:11  17-06-16
4673, 0.609375, 0.359375, 0.0, [nan], 5.60906612611, 1.0, nan, nan, nan,2.98023223877e-05, 3.50475311279e-05, 2.31266021729e-05, 14:22:11  17-06-16
4674, 0.609375, 0.390625, 0.0, [nan], 5.37755214906, 1.0, nan, nan, nan,2.50339508057e-05, 3.69548797607e-05, 2.31266021729e-05, 14:22:11  17-06-16
4675, 0.609375, 0.421875, 0.0, [nan], 5.15092098451, 1.0, nan, nan, nan,2.69412994385e-05, 3.60012054443e-05, 2.31266021729e-05, 14:22:11  17-06-16
4676, 0.609375, 0.453125, 0.0, [nan], 4.92917263246, 1.0, 0.203125, 0.203125, 2.54271030426e-05,2.69412994385e-05, 3.60012054443e-05, 0.000468969345093, 14:22:11  17-06-16
4677, 0.609375, 0.484375, 0.0, [nan], 4.71230709291, 1.0, nan, nan, nan,2.90870666504e-05, 3.79085540771e-05, 2.31266021729e-05, 14:22:11  17-06-16
4678, 0.609375, 0.515625, 0.0, [nan], 4.50032436585, 1.0, nan, nan, nan,2.88486480713e-05, 3.50475311279e-05, 2.40802764893e-05, 14:22:11  17-06-16
4679, 0.609375, 0.546875, 0.0, [nan], 4.2932244513, 1.0, nan, nan, nan,2.59876251221e-05, 3.69548797607e-05, 2.28881835938e-05, 14:22:11  17-06-16
4680, 0.609375, 0.578125, 0.0, [nan], 4.09100734925, 1.0, 0.203125, 0.203125, 2.54271030426e-05,2.59876251221e-05, 3.60012054443e-05, 0.00046706199646, 14:22:11  17-06-16
4681, 0.609375, 0.609375, 0.0, [nan], 3.8936730597, 1.0, nan, nan, nan,2.88486480713e-05, 3.60012054443e-05, 2.31266021729e-05, 14:22:11  17-06-16
4682, 0.609375, 0.640625, 0.0, [nan], 3.70122158265, 1.0, nan, nan, nan,2.69412994385e-05, 3.60012054443e-05, 2.19345092773e-05, 14:22:11  17-06-16
4683, 0.609375, 0.671875, 0.0, [nan], 3.5136529181, 1.0, nan, nan, nan,2.69412994385e-05, 3.69548797607e-05, 2.40802764893e-05, 14:22:11  17-06-16
4684, 0.609375, 0.703125, 0.0, [nan], 3.33096706605, 1.0, 0.203125, 0.203125, 2.54271030426e-05,2.69412994385e-05, 3.60012054443e-05, 0.000617980957031, 14:22:11  17-06-16
4685, 0.609375, 0.734375, 0.0, [nan], 3.1531640265, 1.0, nan, nan, nan,4.29153442383e-05, 3.21865081787e-05, 2.28881835938e-05, 14:22:11  17-06-16
4686, 0.609375, 0.765625, 0.0, [nan], 2.98024379945, 1.0, nan, nan, nan,2.59876251221e-05, 3.50475311279e-05, 2.19345092773e-05, 14:22:11  17-06-16
4687, 0.609375, 0.796875, 0.0, [nan], 2.8122063849, 1.0, nan, nan, nan,2.69412994385e-05, 3.50475311279e-05, 2.28881835938e-05, 14:22:11  17-06-16
4688, 0.609375, 0.828125, 0.0, [nan], 2.64905178285, 1.0, 0.203125, 0.203125, 2.54271030426e-05,2.59876251221e-05, 4.19616699219e-05, 0.000461101531982, 14:22:11  17-06-16
4689, 0.609375, 0.859375, 0.0, [nan], 2.4907799933, 1.0, nan, nan, nan,3.00407409668e-05, 3.38554382324e-05, 2.31266021729e-05, 14:22:11  17-06-16
4690, 0.609375, 0.890625, 0.0, [nan], 2.33739101624, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.21729278564e-05, 14:22:11  17-06-16
4691, 0.609375, 0.921875, 0.0, [nan], 2.18888485169, 1.0, nan, nan, nan,2.38418579102e-05, 3.71932983398e-05, 2.19345092773e-05, 14:22:11  17-06-16
4692, 0.609375, 0.953125, 0.0, [nan], 2.04526149964, 1.0, 0.203125, 0.203125, 2.54271030426e-05,2.59876251221e-05, 3.60012054443e-05, 0.000540018081665, 14:22:11  17-06-16
4693, 0.609375, 0.984375, 0.0, [nan], 1.90652096009, 1.0, nan, nan, nan,3.00407409668e-05, 3.50475311279e-05, 2.40802764893e-05, 14:22:11  17-06-16
4694, 0.640625, -0.984375, 0.0, [nan], 23.0538162634, 1.0, nan, nan, nan,2.59876251221e-05, 3.79085540771e-05, 2.31266021729e-05, 14:22:11  17-06-16
4695, 0.640625, -0.953125, 0.0, [nan], 22.5818237708, 1.0, nan, nan, nan,3.38554382324e-05, 3.50475311279e-05, 2.40802764893e-05, 14:22:11  17-06-16
4696, 0.640625, -0.921875, 0.0, [nan], 22.1147140906, 1.0, 0.203125, 0.203125, 2.54271030426e-05,2.69412994385e-05, 3.81469726562e-05, 0.000475883483887, 14:22:11  17-06-16
4697, 0.640625, -0.890625, 0.0, [nan], 21.6524872229, 1.0, nan, nan, nan,3.00407409668e-05, 3.50475311279e-05, 2.38418579102e-05, 14:22:11  17-06-16
4698, 0.640625, -0.859375, 0.0, [nan], 21.1951431677, 1.0, nan, nan, nan,2.78949737549e-05, 3.60012054443e-05, 2.31266021729e-05, 14:22:11  17-06-16
4699, 0.640625, -0.828125, 0.0, [nan], 20.7426819251, 1.0, nan, nan, nan,2.71797180176e-05, 3.69548797607e-05, 2.28881835938e-05, 14:22:11  17-06-16
4700, 0.640625, -0.796875, 0.0, [nan], 20.2951034949, 1.0, 0.203125, 0.203125, 2.54271030426e-05,2.59876251221e-05, 3.60012054443e-05, 0.000617027282715, 14:22:11  17-06-16
4701, 0.640625, -0.765625, 0.0, [nan], 19.8524078772, 1.0, nan, nan, nan,2.90870666504e-05, 3.69548797607e-05, 2.28881835938e-05, 14:22:11  17-06-16
4702, 0.640625, -0.734375, 0.0, [nan], 19.414595072, 1.0, nan, nan, nan,2.69412994385e-05, 3.60012054443e-05, 2.28881835938e-05, 14:22:11  17-06-16
4703, 0.640625, -0.703125, 0.0, [nan], 18.9816650794, 1.0, nan, nan, nan,2.78949737549e-05, 3.50475311279e-05, 2.31266021729e-05, 14:22:11  17-06-16
4704, 0.640625, -0.671875, 0.0, [nan], 18.5536178992, 1.0, 0.203125, 0.203125, 2.54271030426e-05,2.59876251221e-05, 3.69548797607e-05, 0.000482082366943, 14:22:11  17-06-16
4705, 0.640625, -0.640625, 0.0, [nan], 18.1304535315, 1.0, nan, nan, nan,3.2901763916e-05, 3.50475311279e-05, 2.40802764893e-05, 14:22:11  17-06-16
4706, 0.640625, -0.609375, 0.0, [nan], 17.7121719763, 1.0, nan, nan, nan,3.31401824951e-05, 4.88758087158e-05, 4.00543212891e-05, 14:22:11  17-06-16
4707, 0.640625, -0.578125, 0.0, [nan], 17.2987732337, 1.0, nan, nan, nan,3.00407409668e-05, 3.50475311279e-05, 2.38418579102e-05, 14:22:11  17-06-16
